0	1	2	3	4	1_binned	2_binned	3_binned	4_binned
0	0.781	1.599	0.839	1.846	(0.745, 0.881]	(1.236, 2.43]	(0.796, 1.272]	(1.578, 5.7]
0	2.006	0.241	-0.748	0.146	(1.663, 5.331]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.018, 0.376]
1	1.635	-1.594	0.945	0.478	(1.267, 1.663]	(-2.36, -1.216]	(0.796, 1.272]	(0.376, 0.56]
1	0.811	-0.938	0.851	0.877	(0.745, 0.881]	(-1.216, -0.727]	(0.796, 1.272]	(0.727, 0.884]
0	1.6	-0.949	-0.531	1.396	(1.267, 1.663]	(-1.216, -0.727]	(-0.897, -0.498]	(1.27, 1.578]
0	0.482	2.308	1.577	1.585	(0.463, 0.617]	(1.236, 2.43]	(1.272, 1.743]	(1.578, 5.7]
0	2.797	-0.806	0.021	1.439	(1.663, 5.331]	(-1.216, -0.727]	(-0.0495, 0.416]	(1.27, 1.578]
0	0.577	-1.617	0.55	1.626	(0.463, 0.617]	(-2.36, -1.216]	(0.416, 0.796]	(1.578, 5.7]
1	1.149	1.214	-1.089	0.707	(1.045, 1.267]	(0.729, 1.236]	(-1.358, -0.897]	(0.56, 0.727]
1	1.623	0.303	-0.872	0.34	(1.267, 1.663]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.018, 0.376]
1	0.436	-0.509	-1.555	1.165	(0.274, 0.463]	(-0.727, -0.39]	(-1.742, -1.358]	(1.084, 1.27]
1	0.662	0.176	-0.21	0.819	(0.617, 0.745]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.727, 0.884]
0	0.617	-1.438	-1.351	1.439	(0.463, 0.617]	(-2.36, -1.216]	(-1.358, -0.897]	(1.27, 1.578]
0	1.246	-0.426	1.734	0.712	(1.045, 1.267]	(-0.727, -0.39]	(1.272, 1.743]	(0.56, 0.727]
1	0.583	0.393	-1.245	1.586	(0.463, 0.617]	(0.383, 0.729]	(-1.358, -0.897]	(1.578, 5.7]
1	0.95	1.222	0.941	0.366	(0.881, 1.045]	(0.729, 1.236]	(0.796, 1.272]	(0.018, 0.376]
1	0.837	1.281	1.703	1.308	(0.745, 0.881]	(1.236, 2.43]	(1.272, 1.743]	(1.27, 1.578]
1	1.037	1.955	0.489	0.492	(0.881, 1.045]	(1.236, 2.43]	(0.416, 0.796]	(0.376, 0.56]
1	1.408	0.505	0.46	1.324	(1.267, 1.663]	(0.383, 0.729]	(0.416, 0.796]	(1.27, 1.578]
0	0.627	-0.368	-0.204	1.086	(0.617, 0.745]	(-0.39, -0.0025]	(-0.498, -0.0495]	(1.084, 1.27]
0	0.906	0.053	-1.025	1.53	(0.881, 1.045]	(-0.0025, 0.383]	(-1.358, -0.897]	(1.27, 1.578]
1	0.848	-0.304	0.395	0.451	(0.745, 0.881]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.376, 0.56]
1	0.56	-0.423	-1.118	0.705	(0.463, 0.617]	(-0.727, -0.39]	(-1.358, -0.897]	(0.56, 0.727]
0	0.292	-1.473	0.212	2.889	(0.274, 0.463]	(-2.36, -1.216]	(-0.0495, 0.416]	(1.578, 5.7]
0	0.66	-1.565	-0.146	1.221	(0.617, 0.745]	(-2.36, -1.216]	(-0.498, -0.0495]	(1.084, 1.27]
0	0.512	-0.689	0.559	1.678	(0.463, 0.617]	(-0.727, -0.39]	(0.416, 0.796]	(1.578, 5.7]
1	1.583	0.158	-0.597	0.434	(1.267, 1.663]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.376, 0.56]
1	0.929	0.634	-1.486	0.29	(0.881, 1.045]	(0.383, 0.729]	(-1.742, -1.358]	(0.018, 0.376]
0	1.532	0.972	1.01	0.872	(1.267, 1.663]	(0.729, 1.236]	(0.796, 1.272]	(0.727, 0.884]
1	0.468	-0.263	0.809	0.941	(0.463, 0.617]	(-0.39, -0.0025]	(0.796, 1.272]	(0.884, 1.084]
1	3.28	-0.404	1.408	0.578	(1.663, 5.331]	(-0.727, -0.39]	(1.272, 1.743]	(0.56, 0.727]
1	0.966	-0.702	-1.111	0.749	(0.881, 1.045]	(-0.727, -0.39]	(-1.358, -0.897]	(0.727, 0.884]
0	2.338	-1.42	0.795	0.438	(1.663, 5.331]	(-2.36, -1.216]	(0.416, 0.796]	(0.376, 0.56]
0	0.433	0.579	1.001	0.812	(0.274, 0.463]	(0.383, 0.729]	(0.796, 1.272]	(0.727, 0.884]
0	1.92	-0.563	0.188	0.787	(1.663, 5.331]	(-0.727, -0.39]	(-0.0495, 0.416]	(0.727, 0.884]
0	1.451	-0.442	-0.441	0.354	(1.267, 1.663]	(-0.727, -0.39]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.768	-0.836	1.352	1.233	(0.745, 0.881]	(-1.216, -0.727]	(1.272, 1.743]	(1.084, 1.27]
1	0.973	0.524	1.577	0.499	(0.881, 1.045]	(0.383, 0.729]	(1.272, 1.743]	(0.376, 0.56]
1	0.607	-1.734	1.443	1.019	(0.463, 0.617]	(-2.36, -1.216]	(1.272, 1.743]	(0.884, 1.084]
1	0.695	1.537	-0.672	1.545	(0.617, 0.745]	(1.236, 2.43]	(-0.897, -0.498]	(1.27, 1.578]
0	2.717	-0.525	0.903	2.327	(1.663, 5.331]	(-0.727, -0.39]	(0.796, 1.272]	(1.578, 5.7]
1	0.804	0.922	-0.244	0.241	(0.745, 0.881]	(0.729, 1.236]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.488	1.23	1.552	0.227	(0.463, 0.617]	(0.729, 1.236]	(1.272, 1.743]	(0.018, 0.376]
0	0.999	-0.495	-0.58	0.305	(0.881, 1.045]	(-0.727, -0.39]	(-0.897, -0.498]	(0.018, 0.376]
1	1.038	-1.46	0.819	0.586	(0.881, 1.045]	(-2.36, -1.216]	(0.796, 1.272]	(0.56, 0.727]
1	0.485	1.309	-0.784	0.545	(0.463, 0.617]	(1.236, 2.43]	(-0.897, -0.498]	(0.376, 0.56]
1	1.403	1.477	1.714	0.929	(1.267, 1.663]	(1.236, 2.43]	(1.272, 1.743]	(0.884, 1.084]
1	0.538	1.221	0.603	0.786	(0.463, 0.617]	(0.729, 1.236]	(0.416, 0.796]	(0.727, 0.884]
0	1.496	1.807	-0.762	0.586	(1.267, 1.663]	(1.236, 2.43]	(-0.897, -0.498]	(0.56, 0.727]
1	0.623	-2.071	-0.523	1.502	(0.617, 0.745]	(-2.36, -1.216]	(-0.897, -0.498]	(1.27, 1.578]
0	0.869	-1.243	-1.52	1.482	(0.745, 0.881]	(-2.36, -1.216]	(-1.742, -1.358]	(1.27, 1.578]
0	0.601	0.889	1.639	0.792	(0.463, 0.617]	(0.729, 1.236]	(1.272, 1.743]	(0.727, 0.884]
0	2.442	-0.542	-0.318	0.938	(1.663, 5.331]	(-0.727, -0.39]	(-0.498, -0.0495]	(0.884, 1.084]
0	0.748	-0.178	-0.751	1.096	(0.745, 0.881]	(-0.39, -0.0025]	(-0.897, -0.498]	(1.084, 1.27]
0	2.328	-0.849	-0.787	0.845	(1.663, 5.331]	(-1.216, -0.727]	(-0.897, -0.498]	(0.727, 0.884]
0	0.53	1.968	-0.666	1.719	(0.463, 0.617]	(1.236, 2.43]	(-0.897, -0.498]	(1.578, 5.7]
1	0.714	1.096	-1.608	1.13	(0.617, 0.745]	(0.729, 1.236]	(-1.742, -1.358]	(1.084, 1.27]
1	1.123	1.909	-0.819	0.267	(1.045, 1.267]	(1.236, 2.43]	(-0.897, -0.498]	(0.018, 0.376]
0	1.014	-1.994	1.303	0.856	(0.881, 1.045]	(-2.36, -1.216]	(1.272, 1.743]	(0.727, 0.884]
0	1.028	-0.064	0.594	1.347	(0.881, 1.045]	(-0.39, -0.0025]	(0.416, 0.796]	(1.27, 1.578]
1	0.59	1.583	0.88	2.002	(0.463, 0.617]	(1.236, 2.43]	(0.796, 1.272]	(1.578, 5.7]
0	0.573	0.002	-1.054	1.101	(0.463, 0.617]	(-0.0025, 0.383]	(-1.358, -0.897]	(1.084, 1.27]
0	0.728	2.079	0.378	1.072	(0.617, 0.745]	(1.236, 2.43]	(-0.0495, 0.416]	(0.884, 1.084]
0	0.86	1.951	0.577	1.18	(0.745, 0.881]	(1.236, 2.43]	(0.416, 0.796]	(1.084, 1.27]
1	0.788	-0.503	-1.554	0.544	(0.745, 0.881]	(-0.727, -0.39]	(-1.742, -1.358]	(0.376, 0.56]
1	1.602	-0.482	0.95	1.322	(1.267, 1.663]	(-0.727, -0.39]	(0.796, 1.272]	(1.27, 1.578]
1	1.225	0.116	0.092	0.736	(1.045, 1.267]	(-0.0025, 0.383]	(-0.0495, 0.416]	(0.727, 0.884]
1	1.898	-0.746	0.746	0.312	(1.663, 5.331]	(-1.216, -0.727]	(0.416, 0.796]	(0.018, 0.376]
0	1.794	-0.438	0.286	0.532	(1.663, 5.331]	(-0.727, -0.39]	(-0.0495, 0.416]	(0.376, 0.56]
1	1.048	-0.133	-0.045	1.171	(1.045, 1.267]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.084, 1.27]
0	2.582	-1.329	1.319	1.076	(1.663, 5.331]	(-2.36, -1.216]	(1.272, 1.743]	(0.884, 1.084]
0	0.291	1.048	-0.077	1.333	(0.274, 0.463]	(0.729, 1.236]	(-0.498, -0.0495]	(1.27, 1.578]
1	2.282	-1.03	-1.371	0.678	(1.663, 5.331]	(-1.216, -0.727]	(-1.742, -1.358]	(0.56, 0.727]
1	0.88	1.128	-1.297	0.348	(0.745, 0.881]	(0.729, 1.236]	(-1.358, -0.897]	(0.018, 0.376]
1	0.669	-1.065	0.454	1.022	(0.617, 0.745]	(-1.216, -0.727]	(0.416, 0.796]	(0.884, 1.084]
1	0.783	0.716	0.83	0.547	(0.745, 0.881]	(0.383, 0.729]	(0.796, 1.272]	(0.376, 0.56]
0	1.15	0.215	1.537	0.602	(1.045, 1.267]	(-0.0025, 0.383]	(1.272, 1.743]	(0.56, 0.727]
1	1.341	-0.542	1.479	0.908	(1.267, 1.663]	(-0.727, -0.39]	(1.272, 1.743]	(0.884, 1.084]
0	0.878	1.195	0.358	2.148	(0.745, 0.881]	(0.729, 1.236]	(-0.0495, 0.416]	(1.578, 5.7]
1	0.652	-0.281	0.657	1.086	(0.617, 0.745]	(-0.39, -0.0025]	(0.416, 0.796]	(1.084, 1.27]
0	0.892	-0.959	-1.325	1.056	(0.881, 1.045]	(-1.216, -0.727]	(-1.358, -0.897]	(0.884, 1.084]
0	0.644	-0.473	-0.491	1.978	(0.617, 0.745]	(-0.727, -0.39]	(-0.498, -0.0495]	(1.578, 5.7]
1	1.206	-1.561	-1.529	1.907	(1.045, 1.267]	(-2.36, -1.216]	(-1.742, -1.358]	(1.578, 5.7]
1	2.29	0.26	0.112	1.207	(1.663, 5.331]	(-0.0025, 0.383]	(-0.0495, 0.416]	(1.084, 1.27]
1	3.214	-0.93	-1.477	1.183	(1.663, 5.331]	(-1.216, -0.727]	(-1.742, -1.358]	(1.084, 1.27]
0	1.425	-0.176	-1.441	0.432	(1.267, 1.663]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.376, 0.56]
1	1.636	-1.937	0.185	0.694	(1.267, 1.663]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.56, 0.727]
0	1.002	-0.503	-1.552	0.504	(0.881, 1.045]	(-0.727, -0.39]	(-1.742, -1.358]	(0.376, 0.56]
1	0.351	1.357	-0.471	0.487	(0.274, 0.463]	(1.236, 2.43]	(-0.498, -0.0495]	(0.376, 0.56]
0	0.727	2.288	0.495	0.266	(0.617, 0.745]	(1.236, 2.43]	(0.416, 0.796]	(0.018, 0.376]
0	0.401	0.784	0.041	1.706	(0.274, 0.463]	(0.729, 1.236]	(-0.0495, 0.416]	(1.578, 5.7]
0	0.424	0.868	-0.998	1.639	(0.274, 0.463]	(0.729, 1.236]	(-1.358, -0.897]	(1.578, 5.7]
0	0.369	0.964	-1.426	0.948	(0.274, 0.463]	(0.729, 1.236]	(-1.742, -1.358]	(0.884, 1.084]
0	0.333	0.151	-0.921	1.24	(0.274, 0.463]	(-0.0025, 0.383]	(-1.358, -0.897]	(1.084, 1.27]
0	0.861	0.869	1.377	1.051	(0.745, 0.881]	(0.729, 1.236]	(1.272, 1.743]	(0.884, 1.084]
0	0.954	-0.909	-1.45	0.967	(0.881, 1.045]	(-1.216, -0.727]	(-1.742, -1.358]	(0.884, 1.084]
1	0.54	2.262	0.484	0.673	(0.463, 0.617]	(1.236, 2.43]	(0.416, 0.796]	(0.56, 0.727]
1	1.15	0.782	-0.107	0.213	(1.045, 1.267]	(0.729, 1.236]	(-0.498, -0.0495]	(0.018, 0.376]
1	1.225	0.129	-0.695	0.8	(1.045, 1.267]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.727, 0.884]
1	0.973	-0.601	1.536	1.202	(0.881, 1.045]	(-0.727, -0.39]	(1.272, 1.743]	(1.084, 1.27]
1	1.394	-0.406	-1.088	0.359	(1.267, 1.663]	(-0.727, -0.39]	(-1.358, -0.897]	(0.018, 0.376]
0	0.441	-0.672	1.115	1.701	(0.274, 0.463]	(-0.727, -0.39]	(0.796, 1.272]	(1.578, 5.7]
0	1.05	0.816	0.893	1.093	(1.045, 1.267]	(0.729, 1.236]	(0.796, 1.272]	(1.084, 1.27]
1	0.687	1.388	-1.21	1.089	(0.617, 0.745]	(1.236, 2.43]	(-1.358, -0.897]	(1.084, 1.27]
1	0.655	1.75	-1.468	0.571	(0.617, 0.745]	(1.236, 2.43]	(-1.742, -1.358]	(0.56, 0.727]
0	1.265	-0.516	-1.174	0.383	(1.045, 1.267]	(-0.727, -0.39]	(-1.358, -0.897]	(0.376, 0.56]
0	0.362	0.894	0.866	1.503	(0.274, 0.463]	(0.729, 1.236]	(0.796, 1.272]	(1.27, 1.578]
1	1.013	0.278	1.406	1.45	(0.881, 1.045]	(-0.0025, 0.383]	(1.272, 1.743]	(1.27, 1.578]
0	0.478	1.732	0.908	0.918	(0.463, 0.617]	(1.236, 2.43]	(0.796, 1.272]	(0.884, 1.084]
1	0.97	1.23	0.418	0.289	(0.881, 1.045]	(0.729, 1.236]	(0.416, 0.796]	(0.018, 0.376]
0	1.638	-0.777	-1.571	1.072	(1.267, 1.663]	(-1.216, -0.727]	(-1.742, -1.358]	(0.884, 1.084]
1	3.481	0.207	-1.183	1.274	(1.663, 5.331]	(-0.0025, 0.383]	(-1.358, -0.897]	(1.27, 1.578]
1	2.031	-0.675	-1.619	0.112	(1.663, 5.331]	(-0.727, -0.39]	(-1.742, -1.358]	(0.018, 0.376]
1	1.005	1.425	-0.123	1.039	(0.881, 1.045]	(1.236, 2.43]	(-0.498, -0.0495]	(0.884, 1.084]
1	1.319	-0.586	-0.225	0.62	(1.267, 1.663]	(-0.727, -0.39]	(-0.498, -0.0495]	(0.56, 0.727]
0	1.399	-0.02	1.234	1.141	(1.267, 1.663]	(-0.39, -0.0025]	(0.796, 1.272]	(1.084, 1.27]
0	0.977	-1.463	1.416	0.427	(0.881, 1.045]	(-2.36, -1.216]	(1.272, 1.743]	(0.376, 0.56]
0	0.327	-1.517	0.85	2.173	(0.274, 0.463]	(-2.36, -1.216]	(0.796, 1.272]	(1.578, 5.7]
0	0.79	-0.711	0.733	0.422	(0.745, 0.881]	(-0.727, -0.39]	(0.416, 0.796]	(0.376, 0.56]
1	0.524	1.129	0.683	1.532	(0.463, 0.617]	(0.729, 1.236]	(0.416, 0.796]	(1.27, 1.578]
0	0.686	1.798	0.218	1.167	(0.617, 0.745]	(1.236, 2.43]	(-0.0495, 0.416]	(1.084, 1.27]
0	2.098	-0.024	-0.138	0.901	(1.663, 5.331]	(-0.39, -0.0025]	(-0.498, -0.0495]	(0.884, 1.084]
0	1.694	0.868	-0.74	0.356	(1.663, 5.331]	(0.729, 1.236]	(-0.897, -0.498]	(0.018, 0.376]
0	3.216	0.626	-0.738	0.103	(1.663, 5.331]	(0.383, 0.729]	(-0.897, -0.498]	(0.018, 0.376]
0	0.947	-0.204	-1.015	2.041	(0.881, 1.045]	(-0.39, -0.0025]	(-1.358, -0.897]	(1.578, 5.7]
0	0.83	0.657	-1.403	1.241	(0.745, 0.881]	(0.383, 0.729]	(-1.742, -1.358]	(1.084, 1.27]
1	1.141	0.353	1.269	0.539	(1.045, 1.267]	(-0.0025, 0.383]	(0.796, 1.272]	(0.376, 0.56]
1	1.359	-0.796	1.287	0.771	(1.267, 1.663]	(-1.216, -0.727]	(1.272, 1.743]	(0.727, 0.884]
1	1.198	1.925	1.155	0.92	(1.045, 1.267]	(1.236, 2.43]	(0.796, 1.272]	(0.884, 1.084]
0	0.495	0.543	0.284	1.707	(0.463, 0.617]	(0.383, 0.729]	(-0.0495, 0.416]	(1.578, 5.7]
0	0.444	-1.225	0.682	0.373	(0.274, 0.463]	(-2.36, -1.216]	(0.416, 0.796]	(0.018, 0.376]
1	0.564	0.655	1.138	0.603	(0.463, 0.617]	(0.383, 0.729]	(0.796, 1.272]	(0.56, 0.727]
0	0.647	-1.068	-1.451	1.266	(0.617, 0.745]	(-1.216, -0.727]	(-1.742, -1.358]	(1.084, 1.27]
1	0.966	-0.214	0.73	1.067	(0.881, 1.045]	(-0.39, -0.0025]	(0.416, 0.796]	(0.884, 1.084]
0	0.778	1.505	-1.427	1.772	(0.745, 0.881]	(1.236, 2.43]	(-1.742, -1.358]	(1.578, 5.7]
0	1.096	1.605	-0.616	0.827	(1.045, 1.267]	(1.236, 2.43]	(-0.897, -0.498]	(0.727, 0.884]
0	0.31	0.353	-1.552	0.491	(0.274, 0.463]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.376, 0.56]
1	1.182	1.084	0.747	1.266	(1.045, 1.267]	(0.729, 1.236]	(0.416, 0.796]	(1.084, 1.27]
1	0.418	-1.167	0.756	1.154	(0.274, 0.463]	(-1.216, -0.727]	(0.416, 0.796]	(1.084, 1.27]
0	1.326	-0.35	-0.204	0.339	(1.267, 1.663]	(-0.39, -0.0025]	(-0.498, -0.0495]	(0.018, 0.376]
1	1.242	-0.65	1.32	1.163	(1.045, 1.267]	(-0.727, -0.39]	(1.272, 1.743]	(1.084, 1.27]
0	0.623	-1.176	1.542	0.48	(0.617, 0.745]	(-1.216, -0.727]	(1.272, 1.743]	(0.376, 0.56]
0	0.636	1.164	0.589	0.595	(0.617, 0.745]	(0.729, 1.236]	(0.416, 0.796]	(0.56, 0.727]
1	1.205	-1.088	0.959	1.898	(1.045, 1.267]	(-1.216, -0.727]	(0.796, 1.272]	(1.578, 5.7]
1	0.333	0.505	0.415	1.146	(0.274, 0.463]	(0.383, 0.729]	(-0.0495, 0.416]	(1.084, 1.27]
0	0.93	0.179	-0.595	0.271	(0.881, 1.045]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.018, 0.376]
1	1.758	0.195	-1.519	0.551	(1.663, 5.331]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.376, 0.56]
1	0.75	-1.544	-0.3	1.308	(0.745, 0.881]	(-2.36, -1.216]	(-0.498, -0.0495]	(1.27, 1.578]
1	0.413	0.727	0.878	1.121	(0.274, 0.463]	(0.383, 0.729]	(0.796, 1.272]	(1.084, 1.27]
1	0.907	-0.73	-0.315	1.014	(0.881, 1.045]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.884, 1.084]
1	0.336	0.838	-0.813	1.411	(0.274, 0.463]	(0.729, 1.236]	(-0.897, -0.498]	(1.27, 1.578]
1	1.811	-1.649	-1.623	0.461	(1.663, 5.331]	(-2.36, -1.216]	(-1.742, -1.358]	(0.376, 0.56]
0	1.358	0.97	-1.289	1.618	(1.267, 1.663]	(0.729, 1.236]	(-1.358, -0.897]	(1.578, 5.7]
1	0.888	0.821	-1.451	0.397	(0.881, 1.045]	(0.729, 1.236]	(-1.742, -1.358]	(0.376, 0.56]
0	1.728	0.897	1.389	1.463	(1.663, 5.331]	(0.729, 1.236]	(1.272, 1.743]	(1.27, 1.578]
0	1.155	-0.459	1.456	1.32	(1.045, 1.267]	(-0.727, -0.39]	(1.272, 1.743]	(1.27, 1.578]
1	0.804	1.268	-1.253	1.299	(0.745, 0.881]	(1.236, 2.43]	(-1.358, -0.897]	(1.27, 1.578]
1	0.57	0.954	-0.795	1.633	(0.463, 0.617]	(0.729, 1.236]	(-0.897, -0.498]	(1.578, 5.7]
1	0.78	0.752	-0.252	0.789	(0.745, 0.881]	(0.729, 1.236]	(-0.498, -0.0495]	(0.727, 0.884]
1	1.029	-0.684	-0.892	0.187	(0.881, 1.045]	(-0.727, -0.39]	(-0.897, -0.498]	(0.018, 0.376]
1	1.292	-0.407	-1.136	2.004	(1.267, 1.663]	(-0.727, -0.39]	(-1.358, -0.897]	(1.578, 5.7]
0	1.959	0.647	0.013	1.699	(1.663, 5.331]	(0.383, 0.729]	(-0.0495, 0.416]	(1.578, 5.7]
0	1.792	-0.006	-0.203	0.223	(1.663, 5.331]	(-0.39, -0.0025]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.298	1.472	0.1	1.35	(0.274, 0.463]	(1.236, 2.43]	(-0.0495, 0.416]	(1.27, 1.578]
1	0.476	0.59	-0.322	2.835	(0.463, 0.617]	(0.383, 0.729]	(-0.498, -0.0495]	(1.578, 5.7]
1	0.555	-0.496	-1.694	0.71	(0.463, 0.617]	(-0.727, -0.39]	(-1.742, -1.358]	(0.56, 0.727]
1	1.117	1.341	-1.362	0.224	(1.045, 1.267]	(1.236, 2.43]	(-1.742, -1.358]	(0.018, 0.376]
1	2.05	-0.109	-1.427	0.683	(1.663, 5.331]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.56, 0.727]
0	1.664	-0.938	0.546	1.304	(1.663, 5.331]	(-1.216, -0.727]	(0.416, 0.796]	(1.27, 1.578]
1	0.749	-1.522	-1.68	0.651	(0.745, 0.881]	(-2.36, -1.216]	(-1.742, -1.358]	(0.56, 0.727]
0	0.682	-0.017	0.639	1.21	(0.617, 0.745]	(-0.39, -0.0025]	(0.416, 0.796]	(1.084, 1.27]
0	4.066	0.724	-1.381	0.448	(1.663, 5.331]	(0.383, 0.729]	(-1.742, -1.358]	(0.376, 0.56]
0	0.374	0.432	0.988	0.244	(0.274, 0.463]	(0.383, 0.729]	(0.796, 1.272]	(0.018, 0.376]
1	0.92	-0.32	-0.241	0.289	(0.881, 1.045]	(-0.39, -0.0025]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.578	0.643	-1.119	0.853	(0.463, 0.617]	(0.383, 0.729]	(-1.358, -0.897]	(0.727, 0.884]
0	0.863	0.927	-1.666	1.122	(0.745, 0.881]	(0.729, 1.236]	(-1.742, -1.358]	(1.084, 1.27]
0	0.844	-2.102	0.735	1.315	(0.745, 0.881]	(-2.36, -1.216]	(0.416, 0.796]	(1.27, 1.578]
1	1.164	0.534	-1.645	0.443	(1.045, 1.267]	(0.383, 0.729]	(-1.742, -1.358]	(0.376, 0.56]
0	0.781	0.153	0.493	0.344	(0.745, 0.881]	(-0.0025, 0.383]	(0.416, 0.796]	(0.018, 0.376]
1	1.065	0.515	0.639	0.692	(1.045, 1.267]	(0.383, 0.729]	(0.416, 0.796]	(0.56, 0.727]
1	1.339	-0.342	-1.533	0.894	(1.267, 1.663]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.884, 1.084]
0	1.079	-0.63	-1.332	1.576	(1.045, 1.267]	(-0.727, -0.39]	(-1.358, -0.897]	(1.27, 1.578]
0	0.779	-1.248	0.918	1.726	(0.745, 0.881]	(-2.36, -1.216]	(0.796, 1.272]	(1.578, 5.7]
0	0.713	1.338	1.365	0.943	(0.617, 0.745]	(1.236, 2.43]	(1.272, 1.743]	(0.884, 1.084]
1	0.65	1.832	1.593	0.369	(0.617, 0.745]	(1.236, 2.43]	(1.272, 1.743]	(0.018, 0.376]
0	0.785	-0.02	1.287	0.729	(0.745, 0.881]	(-0.39, -0.0025]	(1.272, 1.743]	(0.727, 0.884]
1	0.411	1.328	-0.967	0.223	(0.274, 0.463]	(1.236, 2.43]	(-1.358, -0.897]	(0.018, 0.376]
1	1.623	0.033	0.952	1.043	(1.267, 1.663]	(-0.0025, 0.383]	(0.796, 1.272]	(0.884, 1.084]
1	0.861	-0.887	0.213	0.961	(0.745, 0.881]	(-1.216, -0.727]	(-0.0495, 0.416]	(0.884, 1.084]
0	0.798	0.515	-1.094	1.228	(0.745, 0.881]	(0.383, 0.729]	(-1.358, -0.897]	(1.084, 1.27]
1	1.458	-0.595	-0.506	0.854	(1.267, 1.663]	(-0.727, -0.39]	(-0.897, -0.498]	(0.727, 0.884]
1	1.794	-1.064	-0.431	0.537	(1.663, 5.331]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.376, 0.56]
1	0.619	-1.821	0.384	1.252	(0.617, 0.745]	(-2.36, -1.216]	(-0.0495, 0.416]	(1.084, 1.27]
1	0.673	0.434	-0.059	0.832	(0.617, 0.745]	(0.383, 0.729]	(-0.498, -0.0495]	(0.727, 0.884]
1	1.11	-0.907	-1.025	0.352	(1.045, 1.267]	(-1.216, -0.727]	(-1.358, -0.897]	(0.018, 0.376]
1	0.805	-0.718	1.344	0.307	(0.745, 0.881]	(-0.727, -0.39]	(1.272, 1.743]	(0.018, 0.376]
1	1.041	-2.224	1.377	0.756	(0.881, 1.045]	(-2.36, -1.216]	(1.272, 1.743]	(0.727, 0.884]
0	0.28	-1.592	0.254	1.711	(0.274, 0.463]	(-2.36, -1.216]	(-0.0495, 0.416]	(1.578, 5.7]
0	0.737	-1.765	-0.399	1.033	(0.617, 0.745]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.884, 1.084]
0	2.636	0.43	-0.661	0.213	(1.663, 5.331]	(0.383, 0.729]	(-0.897, -0.498]	(0.018, 0.376]
0	0.975	1.711	1.031	1.228	(0.881, 1.045]	(1.236, 2.43]	(0.796, 1.272]	(1.084, 1.27]
0	0.417	-1.488	-1.493	1.198	(0.274, 0.463]	(-2.36, -1.216]	(-1.742, -1.358]	(1.084, 1.27]
0	1.421	1.507	1.074	0.793	(1.267, 1.663]	(1.236, 2.43]	(0.796, 1.272]	(0.727, 0.884]
1	0.66	-1.796	-0.047	1.053	(0.617, 0.745]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.884, 1.084]
1	1.726	-0.551	-0.581	0.32	(1.663, 5.331]	(-0.727, -0.39]	(-0.897, -0.498]	(0.018, 0.376]
1	0.339	-1.324	-1.092	1.114	(0.274, 0.463]	(-2.36, -1.216]	(-1.358, -0.897]	(1.084, 1.27]
0	0.889	-0.59	1.653	0.665	(0.881, 1.045]	(-0.727, -0.39]	(1.272, 1.743]	(0.56, 0.727]
1	0.551	0.306	0.773	0.579	(0.463, 0.617]	(-0.0025, 0.383]	(0.416, 0.796]	(0.56, 0.727]
1	0.688	-0.666	-1.491	0.74	(0.617, 0.745]	(-0.727, -0.39]	(-1.742, -1.358]	(0.727, 0.884]
0	0.966	-0.67	-1.189	0.459	(0.881, 1.045]	(-0.727, -0.39]	(-1.358, -0.897]	(0.376, 0.56]
1	1.076	0.378	0.1	0.844	(1.045, 1.267]	(-0.0025, 0.383]	(-0.0495, 0.416]	(0.727, 0.884]
1	0.468	-1.378	0.424	1.023	(0.463, 0.617]	(-2.36, -1.216]	(0.416, 0.796]	(0.884, 1.084]
0	0.548	1.57	-1.559	1.629	(0.463, 0.617]	(1.236, 2.43]	(-1.742, -1.358]	(1.578, 5.7]
1	0.636	1.143	0.287	0.579	(0.617, 0.745]	(0.729, 1.236]	(-0.0495, 0.416]	(0.56, 0.727]
1	1.441	-1.328	1.689	0.991	(1.267, 1.663]	(-2.36, -1.216]	(1.272, 1.743]	(0.884, 1.084]
1	1.977	1.239	-1.385	0.571	(1.663, 5.331]	(1.236, 2.43]	(-1.742, -1.358]	(0.56, 0.727]
